Mod:Item:MetaData, Localized Name
conarm:helmet_core:0, 钢 头盔基底
conarm:helmet_core:0, 暗影 头盔基底
conarm:helmet_core:0, 奥利哈刚 头盔基底
conarm:helmet_core:0, 魔法木质头盔基底
conarm:helmet_core:0, 恶魔灌注头盔基底
conarm:helmet_core:0, 附魔头盔基底
conarm:helmet_core:0, 恶魔头盔基底
conarm:helmet_core:0, 防腐木 头盔基底
conarm:helmet_core:0, 康铜 头盔基底
conarm:helmet_core:0, 耐酸铝 头盔基底
conarm:helmet_core:0, 镍 头盔基底
conarm:helmet_core:0, 殷钢 头盔基底
conarm:helmet_core:0, 铱 头盔基底
conarm:helmet_core:0, 锇 头盔基底
conarm:helmet_core:0, 强化黑曜石 头盔基底
conarm:helmet_core:0, 强化荧石 头盔基底
conarm:helmet_core:0, 锇荧黑曜合金 头盔基底
conarm:helmet_core:0, 铱锇合金 头盔基底
conarm:helmet_core:0, 流明 头盔基底
conarm:helmet_core:0, 信素 头盔基底
conarm:helmet_core:0, 铂 头盔基底
conarm:helmet_core:0, 末影 头盔基底
conarm:helmet_core:0, 焦黑石英 头盔基底
conarm:helmet_core:0, 煤晶 头盔基底
conarm:helmet_core:0, 铁晶 头盔基底
conarm:helmet_core:0, 青金石水晶 头盔基底
conarm:helmet_core:0, 红石水晶 头盔基底
conarm:helmet_core:0, 绿宝石水晶 头盔基底
conarm:helmet_core:0, 钻石水晶 头盔基底
conarm:helmet_core:0, Psi金属 头盔基底
conarm:helmet_core:0, Psi宝石 头盔基底
conarm:helmet_core:0, 赛特斯石英 头盔基底
conarm:helmet_core:0, 福鲁伊克斯水晶 头盔基底
conarm:helmet_core:0, 云母 头盔基底
conarm:helmet_core:0, 莱泽尔水晶 头盔基底
conarm:helmet_core:0, 艾洛蒂水晶 头盔基底
conarm:helmet_core:0, 凯罗尼水晶 头盔基底
conarm:helmet_core:0, 普雷蒂水晶 头盔基底
conarm:helmet_core:0, 艾恩尼水晶 头盔基底
conarm:helmet_core:0, 以太水晶 头盔基底
conarm:helmet_core:0, 星辉 头盔基底
conarm:helmet_core:0, 蕴魔结晶 头盔基底
conarm:helmet_core:0, 活木 头盔基底
conarm:helmet_core:0, 魔力钢 头盔基底
conarm:helmet_core:0, 源质钢 头盔基底
conarm:helmet_core:0, 泰拉钢 头盔基底
conarm:helmet_core:0, 绿宝石 头盔基底
conarm:helmet_core:0, 史莱姆头盔基底
conarm:armor_trim:0, 磁钢 护甲夹板
conarm:armor_trim:0, 充能合金 护甲夹板
conarm:armor_trim:0, 脉冲合金 护甲夹板
conarm:armor_trim:0, 红石合金 护甲夹板
conarm:armor_trim:0, 导电铁 护甲夹板
conarm:armor_trim:0, 充能铁 护甲夹板
conarm:armor_trim:0, 玄钢 护甲夹板
conarm:armor_trim:0, 魂金 护甲夹板
conarm:armor_trim:0, 末影钢 护甲夹板
conarm:armor_trim:0, 铁合金 护甲夹板
conarm:armor_trim:0, 娜迦鳞片 护甲夹板
conarm:armor_trim:0, 钢叶 护甲夹板
conarm:armor_trim:0, 炽铁 护甲夹板
conarm:armor_trim:0, 骑士金属 护甲夹板
conarm:armor_trim:0, 木 护甲夹板
conarm:armor_trim:0, 圆石 护甲夹板
conarm:armor_trim:0, 燧石 护甲夹板
conarm:armor_trim:0, 仙人掌 护甲夹板
conarm:armor_trim:0, 骨头 护甲夹板
conarm:armor_trim:0, 黑曜石 护甲夹板
conarm:armor_trim:0, 海晶石 护甲夹板
conarm:armor_trim:0, 末地石 护甲夹板
conarm:armor_trim:0, 纸 护甲夹板
conarm:armor_trim:0, 海绵 护甲夹板
conarm:armor_trim:0, 烈焰木 护甲夹板
conarm:armor_trim:0, 铁 护甲夹板
conarm:armor_trim:0, 生铁 护甲夹板
conarm:armor_trim:0, 骑士史莱姆 护甲夹板
conarm:armor_trim:0, 史莱姆 护甲夹板
conarm:armor_trim:0, 史莱姆 护甲夹板
conarm:armor_trim:0, 熔岩史莱姆 护甲夹板
conarm:armor_trim:0, 地狱岩 护甲夹板
conarm:armor_trim:0, 钴 护甲夹板
conarm:armor_trim:0, 阿迪特 护甲夹板
conarm:armor_trim:0, 玛玉灵 护甲夹板
conarm:armor_trim:0, 铜 护甲夹板
conarm:armor_trim:0, 青铜 护甲夹板
conarm:armor_trim:0, 铅 护甲夹板
conarm:armor_trim:0, 银 护甲夹板
conarm:armor_trim:0, 琥珀金 护甲夹板
conarm:armor_trim:0, 钢 护甲夹板
conarm:armor_trim:0, 暗影 护甲夹板
conarm:armor_trim:0, 奥利哈刚 护甲夹板
conarm:armor_trim:0, 魔法木质护甲夹板
conarm:armor_trim:0, 恶魔灌注护甲夹板
conarm:armor_trim:0, 附魔护甲夹板
conarm:armor_trim:0, 恶魔护甲夹板
conarm:armor_trim:0, 防腐木 护甲夹板
conarm:armor_trim:0, 康铜 护甲夹板
conarm:armor_trim:0, 耐酸铝 护甲夹板
conarm:armor_trim:0, 镍 护甲夹板
conarm:armor_trim:0, 殷钢 护甲夹板
conarm:armor_trim:0, 铱 护甲夹板
conarm:armor_trim:0, 锇 护甲夹板
conarm:armor_trim:0, 强化黑曜石 护甲夹板
conarm:armor_trim:0, 强化荧石 护甲夹板
conarm:armor_trim:0, 锇荧黑曜合金 护甲夹板
conarm:armor_trim:0, 铱锇合金 护甲夹板
conarm:armor_trim:0, 流明 护甲夹板
conarm:armor_trim:0, 信素 护甲夹板
conarm:armor_trim:0, 铂 护甲夹板
conarm:armor_trim:0, 末影 护甲夹板
conarm:armor_trim:0, 焦黑石英 护甲夹板
conarm:armor_trim:0, 煤晶 护甲夹板
conarm:armor_trim:0, 铁晶 护甲夹板
conarm:armor_trim:0, 青金石水晶 护甲夹板
conarm:armor_trim:0, 红石水晶 护甲夹板
conarm:armor_trim:0, 绿宝石水晶 护甲夹板
conarm:armor_trim:0, 钻石水晶 护甲夹板
conarm:armor_trim:0, Psi金属 护甲夹板
conarm:armor_trim:0, Psi宝石 护甲夹板
conarm:armor_trim:0, 赛特斯石英 护甲夹板
conarm:armor_trim:0, 福鲁伊克斯水晶 护甲夹板
conarm:armor_trim:0, 云母 护甲夹板
conarm:armor_trim:0, 莱泽尔水晶 护甲夹板
conarm:armor_trim:0, 艾洛蒂水晶 护甲夹板
conarm:armor_trim:0, 凯罗尼水晶 护甲夹板
conarm:armor_trim:0, 普雷蒂水晶 护甲夹板
conarm:armor_trim:0, 艾恩尼水晶 护甲夹板
conarm:armor_trim:0, 以太水晶 护甲夹板
conarm:armor_trim:0, 星辉 护甲夹板
conarm:armor_trim:0, 蕴魔结晶 护甲夹板
conarm:armor_trim:0, 活木 护甲夹板
conarm:armor_trim:0, 魔力钢 护甲夹板
conarm:armor_trim:0, 源质钢 护甲夹板
conarm:armor_trim:0, 泰拉钢 护甲夹板
conarm:armor_trim:0, 绿宝石 护甲夹板
conarm:armor_trim:0, 史莱姆护甲夹板
conarm:armor_plate:0, 磁钢 护甲板
conarm:armor_plate:0, 充能合金 护甲板
conarm:armor_plate:0, 脉冲合金 护甲板
conarm:armor_plate:0, 红石合金 护甲板
conarm:armor_plate:0, 导电铁 护甲板
conarm:armor_plate:0, 充能铁 护甲板
conarm:armor_plate:0, 玄钢 护甲板
conarm:armor_plate:0, 魂金 护甲板
conarm:armor_plate:0, 末影钢 护甲板
conarm:armor_plate:0, 铁合金 护甲板
conarm:armor_plate:0, 娜迦鳞片 护甲板
conarm:armor_plate:0, 钢叶 护甲板
conarm:armor_plate:0, 炽铁 护甲板
conarm:armor_plate:0, 骑士金属 护甲板
conarm:armor_plate:0, 木 护甲板
conarm:armor_plate:0, 圆石 护甲板
conarm:armor_plate:0, 燧石 护甲板
conarm:armor_plate:0, 仙人掌 护甲板
conarm:armor_plate:0, 骨头 护甲板
conarm:armor_plate:0, 黑曜石 护甲板
conarm:armor_plate:0, 海晶石 护甲板
conarm:armor_plate:0, 末地石 护甲板
conarm:armor_plate:0, 纸 护甲板
conarm:armor_plate:0, 海绵 护甲板
conarm:armor_plate:0, 烈焰木 护甲板
conarm:armor_plate:0, 铁 护甲板
conarm:armor_plate:0, 生铁 护甲板
conarm:armor_plate:0, 骑士史莱姆 护甲板
conarm:armor_plate:0, 史莱姆 护甲板
conarm:armor_plate:0, 史莱姆 护甲板
conarm:armor_plate:0, 熔岩史莱姆 护甲板
conarm:armor_plate:0, 地狱岩 护甲板
conarm:armor_plate:0, 钴 护甲板
conarm:armor_plate:0, 阿迪特 护甲板
conarm:armor_plate:0, 玛玉灵 护甲板
conarm:armor_plate:0, 铜 护甲板
conarm:armor_plate:0, 青铜 护甲板
conarm:armor_plate:0, 铅 护甲板
conarm:armor_plate:0, 银 护甲板
conarm:armor_plate:0, 琥珀金 护甲板
conarm:armor_plate:0, 钢 护甲板
conarm:armor_plate:0, 暗影 护甲板
conarm:armor_plate:0, 奥利哈刚 护甲板
conarm:armor_plate:0, 魔法木质护甲板
conarm:armor_plate:0, 恶魔灌注护甲板
conarm:armor_plate:0, 附魔护甲板
conarm:armor_plate:0, 恶魔护甲板
conarm:armor_plate:0, 防腐木 护甲板
conarm:armor_plate:0, 康铜 护甲板
conarm:armor_plate:0, 耐酸铝 护甲板
conarm:armor_plate:0, 镍 护甲板
conarm:armor_plate:0, 殷钢 护甲板
conarm:armor_plate:0, 铱 护甲板
conarm:armor_plate:0, 锇 护甲板
conarm:armor_plate:0, 强化黑曜石 护甲板
conarm:armor_plate:0, 强化荧石 护甲板
conarm:armor_plate:0, 锇荧黑曜合金 护甲板
conarm:armor_plate:0, 铱锇合金 护甲板
conarm:armor_plate:0, 流明 护甲板
conarm:armor_plate:0, 信素 护甲板
conarm:armor_plate:0, 铂 护甲板
conarm:armor_plate:0, 末影 护甲板
conarm:armor_plate:0, 焦黑石英 护甲板
conarm:armor_plate:0, 煤晶 护甲板
conarm:armor_plate:0, 铁晶 护甲板
conarm:armor_plate:0, 青金石水晶 护甲板
conarm:armor_plate:0, 红石水晶 护甲板
conarm:armor_plate:0, 绿宝石水晶 护甲板
conarm:armor_plate:0, 钻石水晶 护甲板
conarm:armor_plate:0, Psi金属 护甲板
conarm:armor_plate:0, Psi宝石 护甲板
conarm:armor_plate:0, 赛特斯石英 护甲板
conarm:armor_plate:0, 福鲁伊克斯水晶 护甲板
conarm:armor_plate:0, 云母 护甲板
conarm:armor_plate:0, 莱泽尔水晶 护甲板
conarm:armor_plate:0, 艾洛蒂水晶 护甲板
conarm:armor_plate:0, 凯罗尼水晶 护甲板
conarm:armor_plate:0, 普雷蒂水晶 护甲板
conarm:armor_plate:0, 艾恩尼水晶 护甲板
conarm:armor_plate:0, 以太水晶 护甲板
conarm:armor_plate:0, 星辉 护甲板
conarm:armor_plate:0, 蕴魔结晶 护甲板
conarm:armor_plate:0, 活木 护甲板
conarm:armor_plate:0, 魔力钢 护甲板
conarm:armor_plate:0, 源质钢 护甲板
conarm:armor_plate:0, 泰拉钢 护甲板
conarm:armor_plate:0, 绿宝石 护甲板
conarm:armor_plate:0, 史莱姆护甲板
conarm:chest_core:0, 磁钢 胸甲基底
conarm:chest_core:0, 充能合金 胸甲基底
conarm:chest_core:0, 脉冲合金 胸甲基底
conarm:chest_core:0, 红石合金 胸甲基底
conarm:chest_core:0, 导电铁 胸甲基底
conarm:chest_core:0, 充能铁 胸甲基底
conarm:chest_core:0, 玄钢 胸甲基底
conarm:chest_core:0, 魂金 胸甲基底
conarm:chest_core:0, 末影钢 胸甲基底
conarm:chest_core:0, 铁合金 胸甲基底
conarm:chest_core:0, 娜迦鳞片 胸甲基底
conarm:chest_core:0, 钢叶 胸甲基底
conarm:chest_core:0, 炽铁 胸甲基底
conarm:chest_core:0, 骑士金属 胸甲基底
conarm:chest_core:0, 木 胸甲基底
conarm:chest_core:0, 圆石 胸甲基底
conarm:chest_core:0, 燧石 胸甲基底
conarm:chest_core:0, 仙人掌 胸甲基底
conarm:chest_core:0, 骨头 胸甲基底
conarm:chest_core:0, 黑曜石 胸甲基底
conarm:chest_core:0, 海晶石 胸甲基底
conarm:chest_core:0, 末地石 胸甲基底
conarm:chest_core:0, 纸 胸甲基底
conarm:chest_core:0, 海绵 胸甲基底
conarm:chest_core:0, 烈焰木 胸甲基底
conarm:chest_core:0, 铁 胸甲基底
conarm:chest_core:0, 生铁 胸甲基底
conarm:chest_core:0, 骑士史莱姆 胸甲基底
conarm:chest_core:0, 史莱姆 胸甲基底
conarm:chest_core:0, 史莱姆 胸甲基底
conarm:chest_core:0, 熔岩史莱姆 胸甲基底
conarm:chest_core:0, 地狱岩 胸甲基底
conarm:chest_core:0, 钴 胸甲基底
conarm:chest_core:0, 阿迪特 胸甲基底
conarm:chest_core:0, 玛玉灵 胸甲基底
conarm:chest_core:0, 铜 胸甲基底
conarm:chest_core:0, 青铜 胸甲基底
conarm:chest_core:0, 铅 胸甲基底
conarm:chest_core:0, 银 胸甲基底
conarm:chest_core:0, 琥珀金 胸甲基底
conarm:chest_core:0, 钢 胸甲基底
conarm:chest_core:0, 暗影 胸甲基底
conarm:chest_core:0, 奥利哈刚 胸甲基底
conarm:chest_core:0, 魔法木质胸甲基底
conarm:chest_core:0, 恶魔灌注胸甲基底
conarm:chest_core:0, 附魔胸甲基底
conarm:chest_core:0, 恶魔胸甲基底
conarm:chest_core:0, 防腐木 胸甲基底
conarm:chest_core:0, 康铜 胸甲基底
conarm:chest_core:0, 耐酸铝 胸甲基底
conarm:chest_core:0, 镍 胸甲基底
conarm:chest_core:0, 殷钢 胸甲基底
conarm:chest_core:0, 铱 胸甲基底
conarm:chest_core:0, 锇 胸甲基底
conarm:chest_core:0, 强化黑曜石 胸甲基底
conarm:chest_core:0, 强化荧石 胸甲基底
conarm:chest_core:0, 锇荧黑曜合金 胸甲基底
conarm:chest_core:0, 铱锇合金 胸甲基底
conarm:chest_core:0, 流明 胸甲基底
conarm:chest_core:0, 信素 胸甲基底
conarm:chest_core:0, 铂 胸甲基底
conarm:chest_core:0, 末影 胸甲基底
conarm:chest_core:0, 焦黑石英 胸甲基底
conarm:chest_core:0, 煤晶 胸甲基底
conarm:chest_core:0, 铁晶 胸甲基底
conarm:chest_core:0, 青金石水晶 胸甲基底
conarm:chest_core:0, 红石水晶 胸甲基底
conarm:chest_core:0, 绿宝石水晶 胸甲基底
conarm:chest_core:0, 钻石水晶 胸甲基底
conarm:chest_core:0, Psi金属 胸甲基底
conarm:chest_core:0, Psi宝石 胸甲基底
conarm:chest_core:0, 赛特斯石英 胸甲基底
conarm:chest_core:0, 福鲁伊克斯水晶 胸甲基底
conarm:chest_core:0, 云母 胸甲基底
conarm:chest_core:0, 莱泽尔水晶 胸甲基底
conarm:chest_core:0, 艾洛蒂水晶 胸甲基底
conarm:chest_core:0, 凯罗尼水晶 胸甲基底
conarm:chest_core:0, 普雷蒂水晶 胸甲基底
conarm:chest_core:0, 艾恩尼水晶 胸甲基底
conarm:chest_core:0, 以太水晶 胸甲基底
conarm:chest_core:0, 星辉 胸甲基底
conarm:chest_core:0, 蕴魔结晶 胸甲基底
conarm:chest_core:0, 活木 胸甲基底
conarm:chest_core:0, 魔力钢 胸甲基底
conarm:chest_core:0, 源质钢 胸甲基底
conarm:chest_core:0, 泰拉钢 胸甲基底
conarm:chest_core:0, 绿宝石 胸甲基底
conarm:chest_core:0, 史莱姆胸甲基底
conarm:leggings_core:0, 磁钢 护腿基底
conarm:leggings_core:0, 充能合金 护腿基底
conarm:leggings_core:0, 脉冲合金 护腿基底
conarm:leggings_core:0, 红石合金 护腿基底
conarm:leggings_core:0, 导电铁 护腿基底
conarm:leggings_core:0, 充能铁 护腿基底
conarm:leggings_core:0, 玄钢 护腿基底
conarm:leggings_core:0, 魂金 护腿基底
conarm:leggings_core:0, 末影钢 护腿基底
conarm:leggings_core:0, 铁合金 护腿基底
conarm:leggings_core:0, 娜迦鳞片 护腿基底
conarm:leggings_core:0, 钢叶 护腿基底
conarm:leggings_core:0, 炽铁 护腿基底
conarm:leggings_core:0, 骑士金属 护腿基底
conarm:leggings_core:0, 木 护腿基底
conarm:leggings_core:0, 圆石 护腿基底
conarm:leggings_core:0, 燧石 护腿基底
conarm:leggings_core:0, 仙人掌 护腿基底
conarm:leggings_core:0, 骨头 护腿基底
conarm:leggings_core:0, 黑曜石 护腿基底
conarm:leggings_core:0, 海晶石 护腿基底
conarm:leggings_core:0, 末地石 护腿基底
conarm:leggings_core:0, 纸 护腿基底
conarm:leggings_core:0, 海绵 护腿基底
conarm:leggings_core:0, 烈焰木 护腿基底
conarm:leggings_core:0, 铁 护腿基底
conarm:leggings_core:0, 生铁 护腿基底
conarm:leggings_core:0, 骑士史莱姆 护腿基底
conarm:leggings_core:0, 史莱姆 护腿基底
conarm:leggings_core:0, 史莱姆 护腿基底
conarm:leggings_core:0, 熔岩史莱姆 护腿基底
conarm:leggings_core:0, 地狱岩 护腿基底
conarm:leggings_core:0, 钴 护腿基底
conarm:leggings_core:0, 阿迪特 护腿基底
conarm:leggings_core:0, 玛玉灵 护腿基底
conarm:leggings_core:0, 铜 护腿基底
conarm:leggings_core:0, 青铜 护腿基底
conarm:leggings_core:0, 铅 护腿基底
conarm:leggings_core:0, 银 护腿基底
conarm:leggings_core:0, 琥珀金 护腿基底
conarm:leggings_core:0, 钢 护腿基底
conarm:leggings_core:0, 暗影 护腿基底
conarm:leggings_core:0, 奥利哈刚 护腿基底
conarm:leggings_core:0, 魔法木质护腿基底
conarm:leggings_core:0, 恶魔灌注护腿基底
conarm:leggings_core:0, 附魔护腿基底
conarm:leggings_core:0, 恶魔护腿基底
conarm:leggings_core:0, 防腐木 护腿基底
conarm:leggings_core:0, 康铜 护腿基底
conarm:leggings_core:0, 耐酸铝 护腿基底
conarm:leggings_core:0, 镍 护腿基底
conarm:leggings_core:0, 殷钢 护腿基底
conarm:leggings_core:0, 铱 护腿基底
conarm:leggings_core:0, 锇 护腿基底
conarm:leggings_core:0, 强化黑曜石 护腿基底
conarm:leggings_core:0, 强化荧石 护腿基底
conarm:leggings_core:0, 锇荧黑曜合金 护腿基底
conarm:leggings_core:0, 铱锇合金 护腿基底
conarm:leggings_core:0, 流明 护腿基底
conarm:leggings_core:0, 信素 护腿基底
conarm:leggings_core:0, 铂 护腿基底
conarm:leggings_core:0, 末影 护腿基底
conarm:leggings_core:0, 焦黑石英 护腿基底
conarm:leggings_core:0, 煤晶 护腿基底
conarm:leggings_core:0, 铁晶 护腿基底
conarm:leggings_core:0, 青金石水晶 护腿基底
conarm:leggings_core:0, 红石水晶 护腿基底
conarm:leggings_core:0, 绿宝石水晶 护腿基底
conarm:leggings_core:0, 钻石水晶 护腿基底
conarm:leggings_core:0, Psi金属 护腿基底
conarm:leggings_core:0, Psi宝石 护腿基底
conarm:leggings_core:0, 赛特斯石英 护腿基底
conarm:leggings_core:0, 福鲁伊克斯水晶 护腿基底
conarm:leggings_core:0, 云母 护腿基底
conarm:leggings_core:0, 莱泽尔水晶 护腿基底
conarm:leggings_core:0, 艾洛蒂水晶 护腿基底
conarm:leggings_core:0, 凯罗尼水晶 护腿基底
conarm:leggings_core:0, 普雷蒂水晶 护腿基底
conarm:leggings_core:0, 艾恩尼水晶 护腿基底
conarm:leggings_core:0, 以太水晶 护腿基底
conarm:leggings_core:0, 星辉 护腿基底
conarm:leggings_core:0, 蕴魔结晶 护腿基底
conarm:leggings_core:0, 活木 护腿基底
conarm:leggings_core:0, 魔力钢 护腿基底
conarm:leggings_core:0, 源质钢 护腿基底
conarm:leggings_core:0, 泰拉钢 护腿基底
conarm:leggings_core:0, 绿宝石 护腿基底
conarm:leggings_core:0, 史莱姆护腿基底
conarm:boots_core:0, 磁钢 靴子基底
conarm:boots_core:0, 充能合金 靴子基底
conarm:boots_core:0, 脉冲合金 靴子基底
conarm:boots_core:0, 红石合金 靴子基底
conarm:boots_core:0, 导电铁 靴子基底
conarm:boots_core:0, 充能铁 靴子基底
conarm:boots_core:0, 玄钢 靴子基底
conarm:boots_core:0, 魂金 靴子基底
conarm:boots_core:0, 末影钢 靴子基底
conarm:boots_core:0, 铁合金 靴子基底
conarm:boots_core:0, 娜迦鳞片 靴子基底
conarm:boots_core:0, 钢叶 靴子基底
conarm:boots_core:0, 炽铁 靴子基底
conarm:boots_core:0, 骑士金属 靴子基底
conarm:boots_core:0, 木 靴子基底
conarm:boots_core:0, 圆石 靴子基底
conarm:boots_core:0, 燧石 靴子基底
conarm:boots_core:0, 仙人掌 靴子基底
conarm:boots_core:0, 骨头 靴子基底
conarm:boots_core:0, 黑曜石 靴子基底
conarm:boots_core:0, 海晶石 靴子基底
conarm:boots_core:0, 末地石 靴子基底
conarm:boots_core:0, 纸 靴子基底
conarm:boots_core:0, 海绵 靴子基底
conarm:boots_core:0, 烈焰木 靴子基底
conarm:boots_core:0, 铁 靴子基底
conarm:boots_core:0, 生铁 靴子基底
conarm:boots_core:0, 骑士史莱姆 靴子基底
conarm:boots_core:0, 史莱姆 靴子基底
conarm:boots_core:0, 史莱姆 靴子基底
conarm:boots_core:0, 熔岩史莱姆 靴子基底
conarm:boots_core:0, 地狱岩 靴子基底
conarm:boots_core:0, 钴 靴子基底
conarm:boots_core:0, 阿迪特 靴子基底
conarm:boots_core:0, 玛玉灵 靴子基底
conarm:boots_core:0, 铜 靴子基底
conarm:boots_core:0, 青铜 靴子基底
conarm:boots_core:0, 铅 靴子基底
conarm:boots_core:0, 银 靴子基底
conarm:boots_core:0, 琥珀金 靴子基底
conarm:boots_core:0, 钢 靴子基底
conarm:boots_core:0, 暗影 靴子基底
conarm:boots_core:0, 奥利哈刚 靴子基底
conarm:boots_core:0, 魔法木质靴子基底
conarm:boots_core:0, 恶魔灌注靴子基底
conarm:boots_core:0, 附魔靴子基底
conarm:boots_core:0, 恶魔靴子基底
conarm:boots_core:0, 防腐木 靴子基底
conarm:boots_core:0, 康铜 靴子基底
conarm:boots_core:0, 耐酸铝 靴子基底
conarm:boots_core:0, 镍 靴子基底
conarm:boots_core:0, 殷钢 靴子基底
conarm:boots_core:0, 铱 靴子基底
conarm:boots_core:0, 锇 靴子基底
conarm:boots_core:0, 强化黑曜石 靴子基底
conarm:boots_core:0, 强化荧石 靴子基底
conarm:boots_core:0, 锇荧黑曜合金 靴子基底
conarm:boots_core:0, 铱锇合金 靴子基底
conarm:boots_core:0, 流明 靴子基底
conarm:boots_core:0, 信素 靴子基底
conarm:boots_core:0, 铂 靴子基底
conarm:boots_core:0, 末影 靴子基底
conarm:boots_core:0, 焦黑石英 靴子基底
conarm:boots_core:0, 煤晶 靴子基底
conarm:boots_core:0, 铁晶 靴子基底
conarm:boots_core:0, 青金石水晶 靴子基底
conarm:boots_core:0, 红石水晶 靴子基底
conarm:boots_core:0, 绿宝石水晶 靴子基底
conarm:boots_core:0, 钻石水晶 靴子基底
conarm:boots_core:0, Psi金属 靴子基底
conarm:boots_core:0, Psi宝石 靴子基底
conarm:boots_core:0, 赛特斯石英 靴子基底
conarm:boots_core:0, 福鲁伊克斯水晶 靴子基底
conarm:boots_core:0, 云母 靴子基底
conarm:boots_core:0, 莱泽尔水晶 靴子基底
conarm:boots_core:0, 艾洛蒂水晶 靴子基底
conarm:boots_core:0, 凯罗尼水晶 靴子基底
conarm:boots_core:0, 普雷蒂水晶 靴子基底
conarm:boots_core:0, 艾恩尼水晶 靴子基底
conarm:boots_core:0, 以太水晶 靴子基底
conarm:boots_core:0, 星辉 靴子基底
conarm:boots_core:0, 蕴魔结晶 靴子基底
conarm:boots_core:0, 活木 靴子基底
conarm:boots_core:0, 魔力钢 靴子基底
conarm:boots_core:0, 源质钢 靴子基底
conarm:boots_core:0, 泰拉钢 靴子基底
conarm:boots_core:0, 绿宝石 靴子基底
conarm:boots_core:0, 史莱姆靴子基底
conarm:helmet, 头盔
conarm:chestplate, 胸甲
conarm:leggings, 护腿
conarm:boots, 靴子
conarm:book, 盔甲锻造手册
conarm:invisible_ink, 隐形墨水
conarm:resist_mat, 防护强化大板
conarm:resist_mat_fire, 防火强化大板
conarm:resist_mat_proj, 防射强化大板
conarm:resist_mat_blast, 防爆强化大板
conarm:gauntlet_mat, 基础护手
conarm:gauntlet_mat_speed, 轻巧护手
conarm:gauntlet_mat_attack, 力量护手
conarm:gauntlet_mat_reach, 灵性护手
conarm:frosty_soles, 冰霜鞋底
conarm:travel_belt_base, 旅行者腰带（基础）
conarm:travel_belt, 旅行者腰带（存储）
conarm:travel_potion, 旅行者腰带（酿造）
conarm:travel_sack, 旅行者背包
conarm:travel_goggles_base, 旅行者护目镜（基础）
conarm:travel_goggles, 旅行者护目镜（远眺）
conarm:travel_night, 旅行者护目镜（夜视）
conarm:travel_cloak, 旅行者披风（基础）
conarm:travel_sneak, 旅行者披风（隐身）
conarm:travel_slowfall, 旅行者披风（缓落）
conarm:travel_soul, 旅行者护目镜（灵魂窥视）
conarm:polishing_kit:0, 磁钢 抛光工具
conarm:polishing_kit:0, 充能合金 抛光工具
conarm:polishing_kit:0, 脉冲合金 抛光工具
conarm:polishing_kit:0, 红石合金 抛光工具
conarm:polishing_kit:0, 导电铁 抛光工具
conarm:polishing_kit:0, 充能铁 抛光工具
conarm:polishing_kit:0, 玄钢 抛光工具
conarm:polishing_kit:0, 魂金 抛光工具
conarm:polishing_kit:0, 末影钢 抛光工具
conarm:polishing_kit:0, 铁合金 抛光工具
conarm:polishing_kit:0, 娜迦鳞片 抛光工具
conarm:polishing_kit:0, 钢叶 抛光工具
conarm:polishing_kit:0, 炽铁 抛光工具
conarm:polishing_kit:0, 骑士金属 抛光工具
conarm:polishing_kit:0, 木 抛光工具
conarm:polishing_kit:0, 圆石 抛光工具
conarm:polishing_kit:0, 燧石 抛光工具
conarm:polishing_kit:0, 仙人掌 抛光工具
conarm:polishing_kit:0, 骨头 抛光工具
conarm:polishing_kit:0, 黑曜石 抛光工具
conarm:polishing_kit:0, 海晶石 抛光工具
conarm:polishing_kit:0, 末地石 抛光工具
conarm:polishing_kit:0, 纸 抛光工具
conarm:polishing_kit:0, 海绵 抛光工具
conarm:polishing_kit:0, 烈焰木 抛光工具
conarm:polishing_kit:0, 铁 抛光工具
conarm:polishing_kit:0, 生铁 抛光工具
conarm:polishing_kit:0, 骑士史莱姆 抛光工具
conarm:polishing_kit:0, 史莱姆 抛光工具
conarm:polishing_kit:0, 史莱姆 抛光工具
conarm:polishing_kit:0, 熔岩史莱姆 抛光工具
conarm:polishing_kit:0, 地狱岩 抛光工具
conarm:polishing_kit:0, 钴 抛光工具
conarm:polishing_kit:0, 阿迪特 抛光工具
conarm:polishing_kit:0, 玛玉灵 抛光工具
conarm:polishing_kit:0, 铜 抛光工具
conarm:polishing_kit:0, 青铜 抛光工具
conarm:polishing_kit:0, 铅 抛光工具
conarm:polishing_kit:0, 银 抛光工具
conarm:polishing_kit:0, 琥珀金 抛光工具
conarm:polishing_kit:0, 钢 抛光工具
conarm:polishing_kit:0, 暗影 抛光工具
conarm:polishing_kit:0, 奥利哈刚 抛光工具
conarm:polishing_kit:0, 魔法木质抛光工具
conarm:polishing_kit:0, 恶魔灌注抛光工具
conarm:polishing_kit:0, 附魔抛光工具
conarm:polishing_kit:0, 恶魔抛光工具
conarm:polishing_kit:0, 防腐木 抛光工具
conarm:polishing_kit:0, 康铜 抛光工具
conarm:polishing_kit:0, 耐酸铝 抛光工具
conarm:polishing_kit:0, 镍 抛光工具
conarm:polishing_kit:0, 殷钢 抛光工具
conarm:polishing_kit:0, 铱 抛光工具
conarm:polishing_kit:0, 锇 抛光工具
conarm:polishing_kit:0, 强化黑曜石 抛光工具
conarm:polishing_kit:0, 强化荧石 抛光工具
conarm:polishing_kit:0, 锇荧黑曜合金 抛光工具
conarm:polishing_kit:0, 铱锇合金 抛光工具
conarm:polishing_kit:0, 流明 抛光工具
